"pmid","authSet","lang","pubTypeSet","date","journal","keywordSet"
1071,"A PROVOST","FRE","JOURNAL ARTICLE",NA,"FRANCEREV ELEV MED VET PAYS TROP2984776R0035-1865",""
1072,"O TOMORI","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ MED VIROL77058760146-6615",""
1073,"G A EDDY;C J PETERS","ENG","JOURNAL ARTICLE",NA,"UNITED STATESPROG CLIN BIOL RES76057010361-7742",""
1074,"A A ABDEL-AZIZ;J M MEEGAN;L W LAUGHLIN","ENG","LETTER;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1075,"A L SIAM;J M MEEGAN","ENG","CASE REPORTS;JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1076,"M EISA;E D KHEIR EL-SID;A M SHOMEIN;J M MEEGAN","ENG","HISTORICAL ARTICLE;LETTER;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1077,"F G DAVIES;R B HIGHTON","ENG","JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1078,"J M MEEGAN;B NIKLASSON;E BENGTSSON","ENG","LETTER",NA,"ENGLANDLANCET2985213R0140-6736",""
1079,"B J BARNARD","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1080,"H A VAN TONGEREN","DUT","ENGLISH ABSTRACT;JOURNAL ARTICLE",NA,"NETHERLANDSTIJDSCHR DIERGENEESKD00315500040-7453",""
1081,"J M MEEGAN;H HOOGSTRAAL;M I MOUSSA","ENG","JOURNAL ARTICLE",NA,"ENGLANDVET REC00311640042-4900",""
1082,"O TOMORI;O KASALI","ENG","COMPARATIVE STUDY;JOURNAL ARTICLE",NA,"ENGLANDBR J EXP PATHOL03725430007-1021",""
1083,"J H GEAR","ENG","JOURNAL ARTICLE;REVIEW",NA,"UNITED STATESREV INFECT DIS79058780162-0886",""
1084,"A SHIMSHONY","ENG","HISTORICAL ARTICLE;LETTER",NA,"ENGLANDVET REC00311640042-4900",""
1085,"S ADERKA;D MICHAELI","HEB","EDITORIAL",NA,"ISRAELHAREFUAH00343510017-7768",""
1086,"O TOMORI","ENG","JOURNAL ARTICLE",NA,"ENGLANDRES VET SCI04013000034-5288",""
1087,"O TOMORI","ENG","JOURNAL ARTICLE",NA,"ENGLANDRES VET SCI04013000034-5288",""
1088,"D S ELLIS;D I SIMPSON;S STAMFORD;K S ABDEL WAHAB","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ GEN VIROL00773400022-1317",""
1089,"L W LAUGHLIN;J M MEEGAN;L J STRAUSBAUGH;D M MORENS;R H WATTEN","ENG","JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1090,"B NIKLASSON;J M MEEGAN;E BENGTSSON","ENG","JOURNAL ARTICLE",NA,"SWEDENSCAND J INFECT DIS02153330036-5548",""
1091,"F A MURPHY","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDPROG MED VIROL03764510079-645X",""
1092,"R M EL KARAMANY;I Z IMAM;A H FARID;M S SABER","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1093,"J M MEEGAN","ENG","JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1094,"F G DAVIES;P A ADDY","ENG","JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1095,"S A MAAR;R SWANEPOEL;M GELFAND","ENG","CASE REPORTS;JOURNAL ARTICLE",NA,"ZIMBABWECENT AFR J MED03725660008-9176",""
1096,"R SWANEPOEL;B MANNING;J A WATT","ENG","CASE REPORTS;JOURNAL ARTICLE",NA,"ZIMBABWECENT AFR J MED03725660008-9176",""
1097,"I Z IMAM;R EL-KARAMANY;M A DARWISH","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDBULL WORLD HEALTH ORGAN75070520042-9686",""
1098,"I Z IMAM;M A DARWISH;R EL-KARAMANY","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDBULL WORLD HEALTH ORGAN75070520042-9686",""
1099,"R J YEDLOUTSCHNIG;A H DARDIRI;J S WALKER;C J PETERS;G A EDDY","ENG","JOURNAL ARTICLE",NA,"UNITED STATESPROC ANNU MEET U S ANIM HEALTH ASSOC75058250082-8750",""
1100,"A J ZUCKERMAN;D I SIMPSON","ENG","JOURNAL ARTICLE;REVIEW",NA,"UNITED STATESPROG LIVER DIS03764471060-913X",""
1101,"H HOOGSTRAAL;J M MEEGAN;G M KHALIL;F K ADHAM","ENG","JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1102,"","ENG","CONGRESSES",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1103,"D I SIMPSON","FRE","JOURNAL ARTICLE",NA,"SWITZERLANDBULL WORLD HEALTH ORGAN75070520042-9686",""
1104,"B K JOHNSON;A C CHANAS;E EL-TAYEB;K S ABDEL-WAHAB;F A SHEHETA;B K MOHAMED A EL-D","ENG","LETTER",NA,"ENGLANDLANCET2985213R0140-6736",""
1105,"H J KEOGH;M ISAÄCSON","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1106,"J A COETZER;A P SCHUTTE","AFR","ENGLISH ABSTRACT;JOURNAL ARTICLE;REVIEW",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1107,"E M NEVILL","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1108,"J A COETZER;A THEODORIDIS;A VAN HEERDEN","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
1109,"R SWANEPOEL;N K BLACKBURN;S EFSTRATIOU;J B CONDY","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ HYG (LOND)03753740022-1724",""
1110,"I Z IMAN;R EL-KARAMANY;S KASEM","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1111,"J C LEWIS;B A BOTROS;J M MEEGAN","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1112,"I Z IMAM;R E KARAMANY;M A DARWISH","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1113,"A M ALI;S KAMEL","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1114,"I Z IMAM;R EL-KARAMANY","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1115,"I Z IMAM;M A DARWISH;A H HOSNY;T AMER","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1116,"I Z IMAM;R EL-KARAMANY","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1117,"R E SHOPE","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1118,"J M MEEGAN;M I MOUSSA;A F EL-MOUR;R H TOPPOUZZADA;R N WYESS","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1119,"M A DARWISH;I Z IMAM;F OMAR","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1120,"H HOOGSTRAAL","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1121,"M SALIB;M I SOBHY","ENG","JOURNAL ARTICLE",NA,"EGYPTBULL OPHTHALMOL SOC EGYPT75070350078-5342",""
1122,"J M MEEGAN;M I MOUSSA","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1123,"J CASALS","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1124,"I Z IMAM;M A DARWISH;R E KARAMANY","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1125,"K S WAHAB;L M EL-BAZ;E M EL-TAYEB;H OMAR;M A OSMAN;W YASSIN","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1126,"E S ABBAS SHOUSHA","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1127,"W YASSIN","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1128,"B M EL-SHINNAWI;F SOBHY;A EL-ZAWAHRY","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1129,"A L SIAM;K F GHARBAWI;J M MEEGAN","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1130,"L W LAUGHLIN;N I GIRGIS;J M MEEGAN;L J STRAUSBAUGH;M W YASSIN;R H WATTEN","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, P.H.S.",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1131,"L J STRAUSBAUGH;L W LAUGHLIN;J M MEEGAN;R H WATTEN","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1132,"W M BOCTOR","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1133," MADKOUR S EL-D","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1134,"P BRÈS","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1135,"M R EL-GEBALY","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1136,"A M EL-AKKAD","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1137,"K S ABDEL-WAHAB;L M EL BAZ;E M EL-TAYEB;H OMAR;M A OSSMAN;W YASIN","ENG","CASE REPORTS;JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1138,"M AYOUB;G BARHOMA;I ZAGHLOL","ENG","JOURNAL ARTICLE",NA,"EGYPTBULL OPHTHALMOL SOC EGYPT75070350078-5342",""
1139,"F G DAVIES;E ONYANGO","ENG","LETTER",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1140,"D I SIMPSON","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDBULL WORLD HEALTH ORGAN75070520042-9686",""
1141,"","ENG","CONGRESSES",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1142,"W J THOMAS;T W O'NEIL;D E CRAIG;J L DEMEIO;A N DESANCTIS","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"ENGLANDJ BIOL STAND04003350092-1157",""
1143,"J A COETZER","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
1144,"N O KLASTRUP;R W HALLIWELL","ENG","JOURNAL ARTICLE",NA,"DENMARKNORD VET MED02037440029-1579",""
1145,"D J VAN VELDEN;J D MEYER;J OLIVIER;J H GEAR;B MCINTOSH","ENG","CASE REPORTS;JOURNAL ARTICLE",NA,"SOUTH AFRICAS AFR MED J04045200256-9574",""
1146,"J A COETZER;B J BARNARD","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
1147,"B J BARNARD;M J BOTHA","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1148,"J H GEAR","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1149,"R SWANEPOEL;N K BLACKBURN","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ GEN VIROL00773400022-1317",""
1150,"I Z IMAM;M A DARWISH","ENG","JOURNAL ARTICLE",NA,"EGYPTJ EGYPT PUBLIC HEALTH ASSOC75056020013-2446",""
1151,"C COHEN;M H LUNTZ","GER","ENGLISH ABSTRACT;JOURNAL ARTICLE",NA,"GERMANY, WESTKLIN MONBL AUGENHEILKD00141330023-2165",""
1152,"R SWANEPOEL","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1153,"F G DAVIES","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ HYG (LOND)03753740022-1724",""
1154,"A R FILIPE;R G DE CARVALHO;A RELVAS;V CASACA","ENG","COMPARATIVE STUDY;JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
1155,"A H FAGBAMI;O TOMORI;A FABIYI;T T ISOUN","ENG","JOURNAL ARTICLE",NA,"ENGLANDRES VET SCI04013000034-5288",""
1156,"E R PILLE","RUS","JOURNAL ARTICLE;REVIEW",NA,"USSRVOPR VIRUSOL04173370507-4088",""
1157,"H KOYAMA;M HIGASHIHARA","ENG","JOURNAL ARTICLE",NA,"JAPANKITASATO ARCH EXP MED03766130023-1924",""
1158,"S KASAHARA;H KOYAMA","ENG","JOURNAL ARTICLE",NA,"JAPANKITASATO ARCH EXP MED03766130023-1924",""
1159,"A PINI;L J LUND;F G DAVIES","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1160,"B M MCINTOSH;D B DICKINSON;I DOS SANTOS","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET ASSOC75031221019-9128",""
1161,"N M TAURASO","ENG","JOURNAL ARTICLE;REVIEW",NA,"UNITED STATESLAB ANIM SCI12665030023-6764",""
1162,"B M MCINTOSH;P G JUPP;D ANDERSON;D B DICKINSON","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET MED ASSOC75031230038-2809",""
1163,"E MUNZ","GER","JOURNAL ARTICLE",NA,"GERMANY, WESTMUNCH MED WOCHENSCHR78018020027-2973",""
1164,"B M MCINTOSH","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAJ S AFR VET MED ASSOC75031230038-2809",""
1165,"B E HENDERSON;A W MCCRAE;B G KIRYA;Y SSENKUBUGE;S D SEMPALA","ENG","JOURNAL ARTICLE",NA,"ENGLANDANN TROP MED PARASITOL2985178R0003-4983",""
1166,"G V KEEFER;G L ZEBARTH;W P ALLEN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ INFECT DIS04136750022-1899",""
1167,"M HIGASHIHARA;H KOYAMA;Y IGARASHI","ENG","JOURNAL ARTICLE",NA,"JAPANKITASATO ARCH EXP MED03766130023-1924",""
1168,"F G DAVIES;B CLAUSEN;L J LUND","ENG","JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
1169,"M HIGASHIHARA","ENG","JOURNAL ARTICLE",NA,"JAPANJPN J MICROBIOL03765650021-5139",""
1170,"F KLEIN;B G MAHLANDT;H B BONNER;R E LINCOLN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1171,"F KLEIN;W I JONES;B G MAHLANDT;R E LINCOLN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1172,"N HAHON;C J MAYHEW","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1173,"F KLEIN;B G MAHLANDT;R R COCKEY;R E LINCOLN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1174,"F KLEIN;B G MAHLANDT;S L EYLER;R E LINCOLN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESPROC SOC EXP BIOL MED75058920037-9727",""
1175,"R H KRUSE;A G WEDUM","ENG","JOURNAL ARTICLE",NA,"UNITED STATESLAB ANIM CARE00152660094-5331",""
1176,"J Q MITTEN;N S REMMELE;J S WALKER;R C CARTER;E L STEPHEN;F KLEIN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ INFECT DIS04136750022-1899",""
1177,"J S WALKER;E L STEPHEN;N S REMMELE;R C CARTER;J Q MITTEN;L G SCHUH;F KLEIN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ INFECT DIS04136750022-1899",""
1178,"J S WALKER;N S REMMELE;R C CARTER;J Q MITTEN;L G SCHUH;E L STEPHEN;F KLEIN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ INFECT DIS04136750022-1899",""
1179,"A PINI;L J LUND;F G DAVIES","ENG","JOURNAL ARTICLE",NA,"ENGLANDRES VET SCI04013000034-5288",""
1180,"H OHDER;L J LUND;A P WHITELAND","ENG","JOURNAL ARTICLE",NA,"AUSTRIAARCH GESAMTE VIRUSFORSCH75068680003-9012",""
1181,"J H VICKERS","ENG","JOURNAL ARTICLE",NA,"UNITED STATESANN N Y ACAD SCI75068580077-8923",""
1182,"N HAHON","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J VET RES03750110002-9645",""
1183,"J S WALKER;R C CARTER;F KLEIN;S E SNOWDEN;R E LINCOLN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1184,"F KLEIN;J S WALKER;B G MAHLANDT;R C CARTER;M D ORLANDO;F J WEIRETHER;R E LINCOLN","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1185,"R W JOHNSON;M D ORLANDO;W C PATRICK","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J VET RES03750110002-9645",""
1186,"Y MAURICE;A PROVOST","FRE","JOURNAL ARTICLE",NA,"FRANCEREV ELEV MED VET PAYS TROP2984776R0035-1865",""
1187,"P GORET;A PROVOST;P PERREAU","FRE","JOURNAL ARTICLE",NA,"FRANCEBULL SOC PATHOL EXOT FILIALES7503399",""
1188,"G LECATSAS;K E WEISS","ENG","JOURNAL ARTICLE",NA,"AUSTRIAARCH GESAMTE VIRUSFORSCH75068680003-9012",""
1189,"W COACKLEY;A PINI;D GOSDEN","ENG","JOURNAL ARTICLE",NA,"ENGLANDRES VET SCI04013000034-5288",""
1190,"W COACKLEY;A PINI;D GOSDEN","ENG","JOURNAL ARTICLE",NA,"ENGLANDRES VET SCI04013000034-5288",""
1191,"J J BOYLE","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J VET RES03750110002-9645",""
1192,"M D ORLANDO;R D DELAUTER;J M RILEY","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1193,"D E CRAIG;W J THOMAS;A N DESANCTIS","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAPPL MICROBIOL76058020003-6919",""
1194,"Y MAURICE","FRE","JOURNAL ARTICLE",NA,"FRANCEREV ELEV MED VET PAYS TROP2984776R0035-1865",""
1195,"W O NEITZ","ENG","JOURNAL ARTICLE",NA,"FRANCEBULL OFF INT EPIZOOT75033610300-9823",""
1196,"D G BENNETT;R D GLOCK;P J GERONE","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J VET RES03750110002-9645","ARBOVIRUS;EXPERIMENTAL LAB STUDY;IMMUNOLOGY;MICE;RIFT VALLEY FEVER;RODENT DISEASES;SEROTHERAPY;SHEEP DISEASES"
1197,"J J BOYLE","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J VET RES03750110002-9645","ARBOVIRUS;CYTOPATHOGENIC EFFECT, VIRAL;EXPERIMENTAL LAB STUDY;HAMSTERS;TISSUE CULTURE;VIRUS CULTIVATION"
1198,"W COACKLEY","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ PATHOL BACTERIOL02047500368-3494","ANIMALS, NEWBORN;ARBOVIRUS;BRAIN;EXPERIMENTAL LAB STUDY;LIVER;MICE;PATHOLOGY;SHEEP;TESTIS;TISSUE CULTURE;VIRULENCE;VIRUS CULTIVATION"
1199,"B C EASTERDAY","ENG","JOURNAL ARTICLE;REVIEW",NA,"UNITED STATESADV VET SCI02167040096-7653",""
1200,"R RANDALL;L N BINN;V R HARRISON","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ IMMUNOL2985117R0022-1767","ARBOVIRUS;FORMALDEHYDE;FREEZE DRYING;IMMUNOLOGY;RIFT VALLEY FEVER;VACCINES"
1201,"J LEVITT;A POLSON","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ HYG (LOND)03753740022-1724","ANTIGENS;ARBOVIRUS;CENTRIFUGATION;COMPLEMENT FIXATION TESTS;ELECTROPHORESIS;MICE;PRECIPITIN TESTS;RIFT VALLEY FEVER;VIRUS CULTIVATION"
1202,"L PLACIDI;A ROUSSEL","FRE","JOURNAL ARTICLE;REVIEW",NA,"FRANCEREV HYG MED SOC12636670484-8454","HEPATITIS, INFECTIOUS;PATHOLOGY, VETERINARY;REVIEW;RIFT VALLEY FEVER;VIRUS DISEASES"
1203,"A POLSON;J LEVITT","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ HYG (LOND)03753740022-1724","ARBOVIRUS;CENTRIFUGATION;COMPLEMENT FIXATION TESTS;DEOXYRIBONUCLEASE;EXPERIMENTAL LAB STUDY;MICE;RIBONUCLEASE;RIFT VALLEY FEVER"
1204,"G R SCOTT","ENG","JOURNAL ARTICLE",NA,"ENGLANDNATURE04104620028-0836","EXPERIMENTAL LAB STUDY;HAMSTERS;IMMUNITY;NEUTRALIZATION TESTS;RIFT VALLEY FEVER;SWINE"
1205,"W COACKLEY","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ PATHOL BACTERIOL02047500368-3494","ARBOVIRUS;EXPERIMENTAL LAB STUDY;SHEEP;TESTIS;TISSUE CULTURE;VIRUS CULTIVATION"
1206,"B C EASTERDAY;L C MURPHY","ENG","JOURNAL ARTICLE",NA,"UNITED STATESCORNELL VET00742450010-8901","EXPERIMENTAL LAB STUDY;HAMSTERS;MICE;RATS;RIFT VALLEY FEVER"
1207,"J LEVITT;W D NAUDE;A POLSON","ENG","JOURNAL ARTICLE",NA,"UNITED STATESVIROLOGY01106740042-6822","MICROSCOPY, ELECTRON;VERTEBRATE VIRUSES"
1208,"G R SCOTT;W COACKLEY;R W ROACH;N R COWDY","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEJ PATHOL BACTERIOL02047500368-3494","ARTIODACTYLA;RIFT VALLEY FEVER"
1209,"M H MCGAVRAN;B C EASTERDAY","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J PATHOL03705020002-9440",""
1210,"L N BINN;R RANDALL;V R HARRISON;C J GIBBS;C G AULISIO","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEAM J TROP MED HYG03705070002-9637","COMPLEMENT FIXATION TESTS;HEMAGGLUTINATION INHIBITION TESTS;NEUTRALIZATION TESTS;RIFT VALLEY FEVER"
1211,"L N BINN;R RANDALL;V R HARRISON;C J GIBBS;C G AULISIO","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEAM J HYG79108590096-5294","RIFT VALLEY FEVER;VACCINES;VIRUS CULTIVATION"
1212,"R RANDALL;C J GIBBS;C G AULISIO;L N BINN;V R HARRISON","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEJ IMMUNOL2985117R0022-1767","ARBORVIRUSES;RIFT VALLEY FEVER;VACCINES"
1213,"P B CAPSTICK;D GOSDEN","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLENATURE04104620028-0836","ANTIBODIES;RIFT VALLEY FEVER/VIROLOGY"
1214,"B C EASTERDAY;M H MCGAVRAN;J R ROONEY;L C MURPHY","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEAM J VET RES03750110002-9645","RIFT VALLEY FEVER/ETIOLOGY;SHEEP/DISEASES"
1215,"L G GOODWIN;W H RICHARDS","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEBR J PHARMACOL CHEMOTHER01546270366-0826","INFECTION/METABOLISM;PEPTIDES/CHEMISTRY"
1216,"M MATUMOTO;I NISHI;Y SABURI","FRE","JOURNAL ARTICLE",NA,"NOT AVAILABLEC R SEANCES SOC BIOL FIL75054390037-9026","RIFT VALLEY FEVER/VIROLOGY"
1217,"G R SCOTT;R B HEISCH","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEEAST AFR MED J03727660012-835X","RIFT VALLEY FEVER/TRANSMISSION"
1218,"S IWASA","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEJPN J EXP MED98007650021-5031","RIFT VALLEY FEVER/VIROLOGY"
1219,"M MATUMOTO;Y SABURI;I NISHI","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEJ IMMUNOL2985117R0022-1767","RIFT VALLEY FEVER/VIRUS"
1220,"D K SHONE","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLECENT AFR J MED03725660008-9176","RIFT VALLEY FEVER/VIRUS"
1221,"L STERN","ENG","CASE REPORTS;JOURNAL ARTICLE",NA,"NOT AVAILABLECENT AFR J MED03725660008-9176","RIFT VALLEY FEVER/CASE REPORTS"
1222,"M MATUMOTO;I NISHI;Y SABURI","FRE","JOURNAL ARTICLE",NA,"NOT AVAILABLEC R SEANCES SOC BIOL FIL75054390037-9026","RIFT VALLEY FEVER/VIRUS"
1223,"I SAWA","FRE","JOURNAL ARTICLE",NA,"NOT AVAILABLEC R SEANCES SOC BIOL FIL75054390037-9026","RIFT VALLEY FEVER/VIRUS"
1224,"C A MIMS","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEAUST J EXP BIOL MED SCI04166620004-945X","LIVER;VIRUS DISEASES/EXPERIMENTAL"
1225,"R H KOKERNOT;C S HEYMANN;J MUSPRATT;B WOLSTENHOLME","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLES AFR J MED SCI2984853R0038-2310","MOSQUITOES;RIFT VALLEY FEVER/VIRUS;VIRUSES"
1226,"M P WEINBREN;M C WILLIAMS;A J HADDOW","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLES AFR MED J04045200256-9574","RIFT VALLEY FEVER/VIRUS"
1227,"V R KASCHULA","ENG","JOURNAL ARTICLE",NA,"NOT AVAILABLEJ AM VET MED ASSOC75030670003-1488","RIFT VALLEY FEVER"
